client_id,snapshot_date,business_name,store_type,zone,registration_date,first_purchase_date,last_purchase_date,length_reference_date,length_source,has_transactions,length_days,recency_days,frequency,monetary,volume,L,R,F,M,V,n_transactions,frequency_last_3_months,frequency_previous_3_months,delta_frequency,es_nuevo,low_history_flag,churn_eligible
CLI-0462,2025-06-30,Bodega Wanka,bodega,El Tambo,2021-09-16,2021-09-03,2025-05-18,2021-09-03,first_purchase_date,True,1396,43.0,8,1042.42,3,1396,43.0,8,1042.42,3,162,4,4,0,False,False,True
CLI-0463,2025-06-30,Tienda El Sol,bodega,Huancayo Cercado,2021-06-13,2021-06-02,2024-12-28,2021-06-02,first_purchase_date,True,1489,184.0,0,0.0,0,1489,184.0,0,0.0,0,118,0,0,0,False,False,True
CLI-0464,2025-06-30,Bodega Los Olivos,bodega,El Tambo,2021-05-08,2021-05-08,2025-06-16,2021-05-08,first_purchase_date,True,1514,14.0,23,8265.79,4,1514,14.0,23,8265.79,4,191,12,11,1,False,False,True
CLI-0465,2025-06-30,Market Mantaro,minimarket,Chilca,2021-06-21,2021-06-01,2025-06-11,2021-06-01,first_purchase_date,True,1490,19.0,12,934.38,3,1490,19.0,12,934.38,3,206,4,8,-4,False,False,True
CLI-0466,2025-06-30,Minimarket Wanka,bodega,Huancayo Cercado,2025-06-15,2025-06-26,2025-06-26,2025-06-26,first_purchase_date,True,4,4.0,2,98.97999999999999,1,4,4.0,2,98.97999999999999,1,2,2,0,2,True,True,False
CLI-0467,2025-06-30,Minimarket El Buen Precio,bodega,El Tambo,2021-05-06,2021-05-04,2025-02-12,2021-05-04,first_purchase_date,True,1518,138.0,1,84.58,1,1518,138.0,1,84.58,1,133,0,1,-1,False,False,True
CLI-0468,2025-06-30,Minimarket San Martín,bodega,Huancayo Cercado,2025-03-21,2025-03-02,2025-06-22,2025-03-02,first_purchase_date,True,120,8.0,7,452.69,1,120,8.0,7,452.69,1,7,3,4,-1,True,False,False
CLI-0469,2025-06-30,Tienda Doña María,bodega,Chilca,2021-10-21,2021-10-08,2025-06-24,2021-10-08,first_purchase_date,True,1361,6.0,26,2797.78,3,1361,6.0,26,2797.78,3,203,16,10,6,False,False,True
CLI-0470,2025-06-30,Minimarket La Esquina,minimarket,San Carlos,2022-04-19,2022-04-14,2025-06-19,2022-04-14,first_purchase_date,True,1173,11.0,13,1940.8899999999999,3,1173,11.0,13,1940.8899999999999,3,158,4,9,-5,False,False,True
CLI-0471,2025-06-30,Minimarket Virgen de Cocharcas,minimarket,Huancayo Centro,2022-05-22,2022-05-11,2025-05-31,2022-05-11,first_purchase_date,True,1146,30.0,10,1155.75,2,1146,30.0,10,1155.75,2,112,3,7,-4,False,False,True
CLI-0472,2025-06-30,Menú El Paraíso,restaurante,El Tambo,2025-03-23,2025-04-07,2025-06-25,2025-04-07,first_purchase_date,True,84,5.0,14,917.3,2,84,5.0,14,917.3,2,14,14,0,14,True,False,False
CLI-0473,2025-06-30,Tienda La Esquina,bodega,El Tambo,2021-06-18,2021-06-04,2025-06-24,2021-06-04,first_purchase_date,True,1487,6.0,23,7596.58,4,1487,6.0,23,7596.58,4,208,10,13,-3,False,False,True
CLI-0474,2025-06-30,Mini Wanka,minimarket,San Carlos,2021-08-02,2021-08-02,2024-08-14,2021-08-02,first_purchase_date,True,1428,320.0,0,0.0,0,1428,320.0,0,0.0,0,89,0,0,0,False,False,True
CLI-0475,2025-06-30,Minimarket Don José,bodega,Huancayo Centro,2025-04-18,2025-04-19,2025-06-25,2025-04-19,first_purchase_date,True,72,5.0,5,347.54,2,72,5.0,5,347.54,2,5,5,0,5,True,False,False
CLI-0476,2025-06-30,Market San Martín,minimarket,El Tambo,2021-09-03,2021-09-02,2025-06-24,2021-09-02,first_purchase_date,True,1397,6.0,21,2374.13,3,1397,6.0,21,2374.13,3,206,14,7,7,False,False,True
CLI-0477,2025-06-30,Minimarket Santa Rosa,bodega,Huancayo Cercado,2021-05-31,2021-05-02,2025-04-24,2021-05-02,first_purchase_date,True,1520,67.0,2,152.56,2,1520,67.0,2,152.56,2,165,1,1,0,False,False,True
CLI-0478,2025-06-30,Tienda Don José,bodega,Chilca,2025-01-24,2025-02-15,2025-06-18,2025-02-15,first_purchase_date,True,135,12.0,18,995.37,2,135,12.0,18,995.37,2,18,10,8,2,True,False,False
CLI-0479,2025-06-30,Menú Don José,restaurante,Chilca,2021-02-12,2021-02-11,2025-05-11,2021-02-11,first_purchase_date,True,1600,50.0,6,379.07,2,1600,50.0,6,379.07,2,137,4,2,2,False,False,True
CLI-0480,2025-06-30,Bodega El Centro,bodega,Huancayo Centro,2025-02-24,2025-02-25,2025-06-24,2025-02-25,first_purchase_date,True,125,6.0,10,833.12,2,125,6.0,10,833.12,2,10,6,4,2,True,False,False
CLI-0481,2025-06-30,Minimarket El Buen Precio,bodega,Chilca,2025-02-24,2025-03-04,2025-06-21,2025-03-04,first_purchase_date,True,118,9.0,9,1065.69,2,118,9.0,9,1065.69,2,9,5,4,1,True,False,False
CLI-0482,2025-06-30,Minimarket El Tambo,bodega,Huancayo Centro,2021-03-09,2021-03-07,2025-05-19,2021-03-07,first_purchase_date,True,1576,42.0,9,1335.67,3,1576,42.0,9,1335.67,3,204,5,4,1,False,False,True
CLI-0483,2025-06-30,Tienda La Esquina,bodega,San Carlos,2025-01-12,2025-01-16,2025-06-12,2025-01-16,first_purchase_date,True,165,18.0,6,317.0,2,165,18.0,6,317.0,2,6,2,4,-2,True,False,False
CLI-0484,2025-06-30,Minimarket El Centro,minimarket,Huancayo Centro,2021-01-18,2021-01-01,2024-09-15,2021-01-01,first_purchase_date,True,1641,288.0,0,0.0,0,1641,288.0,0,0.0,0,290,0,0,0,False,False,True
CLI-0485,2025-06-30,Bodega Don José,bodega,San Carlos,2022-01-16,2022-01-07,2025-06-29,2022-01-07,first_purchase_date,True,1270,1.0,13,1505.28,3,1270,1.0,13,1505.28,3,152,5,8,-3,False,False,True
CLI-0486,2025-06-30,Tienda Doña María,bodega,San Carlos,2021-10-04,2021-10-01,2025-06-29,2021-10-01,first_purchase_date,True,1368,1.0,28,5280.83,3,1368,1.0,28,5280.83,3,213,17,11,6,False,False,True
CLI-0487,2025-06-30,Bodega La Esquina,bodega,Chilca,2025-04-20,2025-04-03,2025-06-27,2025-04-03,first_purchase_date,True,88,3.0,14,1267.51,2,88,3.0,14,1267.51,2,14,14,0,14,True,False,False
CLI-0488,2025-06-30,Minimarket San Martín,bodega,Chilca,2022-08-29,2022-08-10,2025-06-24,2022-08-10,first_purchase_date,True,1055,6.0,14,1035.46,2,1055,6.0,14,1035.46,2,62,10,4,6,False,False,True
CLI-0489,2025-06-30,Licores El Buen Precio,licoreria,San Carlos,2022-07-29,2022-07-22,2024-08-31,2022-07-22,first_purchase_date,True,1074,303.0,0,0.0,0,1074,303.0,0,0.0,0,60,0,0,0,False,False,True
CLI-0490,2025-06-30,Bodega El Centro,bodega,Huancayo Centro,2021-03-17,2021-03-12,2025-06-27,2021-03-12,first_purchase_date,True,1571,3.0,27,6539.93,4,1571,3.0,27,6539.93,4,223,19,8,11,False,False,True
CLI-0491,2025-06-30,Bodega Doña María,bodega,Chilca,2023-06-14,2023-06-27,2025-05-28,2023-06-27,first_purchase_date,True,734,33.0,10,1038.28,2,734,33.0,10,1038.28,2,40,8,2,6,False,False,True
CLI-0492,2025-06-30,Mini El Buen Precio,minimarket,Huancayo Cercado,2021-12-28,2021-12-23,2025-06-30,2021-12-23,first_purchase_date,True,1285,0.0,21,1687.27,2,1285,0.0,21,1687.27,2,98,7,14,-7,False,False,True
CLI-0493,2025-06-30,Minimarket El Sol,minimarket,El Tambo,2021-05-10,2021-05-04,2025-06-30,2021-05-04,first_purchase_date,True,1518,0.0,21,3209.8199999999997,3,1518,0.0,21,3209.8199999999997,3,272,11,10,1,False,False,True
CLI-0494,2025-06-30,Bodega Los Andes,bodega,Huancayo Centro,2021-04-04,2021-04-12,2025-06-21,2021-04-12,first_purchase_date,True,1540,9.0,21,3914.87,4,1540,9.0,21,3914.87,4,220,13,8,5,False,False,True
CLI-0495,2025-06-30,Bodega Santa Isabel,bodega,Huancayo Cercado,2025-01-24,2025-01-01,2025-06-27,2025-01-01,first_purchase_date,True,180,3.0,6,548.69,2,180,3.0,6,548.69,2,7,3,3,0,False,False,True
CLI-0496,2025-06-30,Cevichería La Económica,restaurante,Huancayo Cercado,2022-09-01,2022-09-25,2025-05-13,2022-09-25,first_purchase_date,True,1009,48.0,8,710.9300000000001,2,1009,48.0,8,710.9300000000001,2,69,4,4,0,False,False,True
CLI-0497,2025-06-30,Bodega Santa Rosa,bodega,Huancayo Cercado,2022-03-18,2022-03-15,2025-05-01,2022-03-15,first_purchase_date,True,1203,60.0,7,430.58,2,1203,60.0,7,430.58,2,141,2,5,-3,False,False,True
CLI-0498,2025-06-30,Mini El Tambo,minimarket,Huancayo Centro,2021-04-12,2021-04-05,2025-06-24,2021-04-05,first_purchase_date,True,1547,6.0,45,8792.6,4,1547,6.0,45,8792.6,4,396,24,21,3,False,False,True
CLI-0499,2025-06-30,Mini El Tambo,minimarket,Huancayo Centro,2022-05-27,2022-05-06,2025-06-21,2022-05-06,first_purchase_date,True,1151,9.0,27,4328.77,3,1151,9.0,27,4328.77,3,185,15,12,3,False,False,True
CLI-0500,2025-06-30,Market El Ahorro,minimarket,El Tambo,2022-10-13,2022-10-05,2024-05-16,2022-10-05,first_purchase_date,True,999,410.0,0,0.0,0,999,410.0,0,0.0,0,47,0,0,0,False,False,True
